gene_id	test_mean	control_mean	pval	padj	foldChange	log2FoldChange
LCE3E	0.031446540880503145	3.8550501156515033e-4	0.02907726044348175	0.12531419959636086	81.57232704402516	6.350007903854706
SST	0.05660377358490566	7.710100231303007e-4	0.01367283665458539	0.06757386744079355	73.41509433962264	6.198004810409657
FOXR1	0.012578616352201259	3.8550501156515033e-4	0.05197035940921915	0.19633774720137362	32.62893081761007	5.028079808967345
TEX11	0.012578616352201259	3.8550501156515033e-4	0.05197035940921915	0.1914380529753144	32.62893081761007	5.028079808967345
ABCA13	0.012578616352201259	3.8550501156515033e-4	0.05197035940921915	0.1961109818072087	32.62893081761007	5.028079808967345
PTCHD1	0.012578616352201259	3.8550501156515033e-4	0.05197035940921915	0.1961109818072087	32.62893081761007	5.028079808967345
CYTH4	0.012578616352201259	3.8550501156515033e-4	0.44562127553070235	0.8828908361288178	32.62893081761007	5.028079808967345
GABRD	0.018867924528301886	7.710100231303007e-4	0.01367283665458539	0.07139954939528194	24.471698113207548	4.613042309688501
IL1RL1	0.018867924528301886	7.710100231303007e-4	0.01367283665458539	0.06757386744079355	24.471698113207548	4.613042309688501
CYP1A1	0.03773584905660377	0.0019275250578257518	0.006410498496672917	0.04034794442463128	19.577358490566038	4.291114214801138
FGR	0.006289308176100629	3.8550501156515033e-4	0.3832665060464942	0.8162530878382711	16.314465408805034	4.028079808967345
OCLM	0.006289308176100629	3.8550501156515033e-4	0.3832665060464942	0.8162530878382711	16.314465408805034	4.028079808967345
ZDHHC11B	0.006289308176100629	3.8550501156515033e-4	0.3832665060464942	0.8162530878382711	16.314465408805034	4.028079808967345
CPA2	0.006289308176100629	3.8550501156515033e-4	0.3832665060464942	0.8162530878382711	16.314465408805034	4.028079808967345
GDPD4	0.006289308176100629	3.8550501156515033e-4	0.3832665060464942	0.8162530878382711	16.314465408805034	4.028079808967345
EIF2S3B	0.012578616352201259	7.710100231303007e-4	0.10591831992826493	0.3457823193234747	16.314465408805034	4.028079808967345
BCL6B	0.006289308176100629	3.8550501156515033e-4	0.3832665060464942	0.8162530878382711	16.314465408805034	4.028079808967345
TMEM189-UBE2V1	0.006289308176100629	3.8550501156515033e-4	0.3832665060464942	0.8162530878382711	16.314465408805034	4.028079808967345
